YEAR_MONTH,DAY_TYPE,TIME_PER_HOUR,PT_TYPE,PT_CODE,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_OUT_VOLUME
2024-12,WEEKENDS/HOLIDAY,6,TRAIN,EW23,8889,7950
2024-12,WEEKDAY,5,TRAIN,NE1/CC29,2040,252
2024-12,WEEKENDS/HOLIDAY,23,TRAIN,NE4/DT19,8586,5274
2024-12,WEEKENDS/HOLIDAY,10,TRAIN,EW2/DT32,26591,20580
2024-12,WEEKENDS/HOLIDAY,23,TRAIN,NS5,1896,9353
2024-12,WEEKENDS/HOLIDAY,22,TRAIN,DT27,1458,4235
2024-12,WEEKDAY,11,TRAIN,CC17/TE9,5483,2976
2024-12,WEEKENDS/HOLIDAY,21,TRAIN,DT21,3817,2887
2024-12,WEEKDAY,23,TRAIN,NS11,5161,29184
2024-12,WEEKDAY,5,TRAIN,DT7,202,80
2024-12,WEEKDAY,20,TRAIN,TE22,8759,7132
2024-12,WEEKENDS/HOLIDAY,5,TRAIN,EW1,1670,189
2024-12,WEEKENDS/HOLIDAY,23,TRAIN,NS16,3729,16051
2024-12,WEEKENDS/HOLIDAY,16,TRAIN,DT30,3496,3734
2024-12,WEEKDAY,12,TRAIN,EW17,24403,24616
2024-12,WEEKDAY,18,TRAIN,SE4,3859,7851
2024-12,WEEKDAY,21,TRAIN,TE8,11983,7694
2024-12,WEEKDAY,6,TRAIN,NS9/TE2,68462,35281
2024-12,WEEKDAY,21,TRAIN,SW4,1063,4378
2024-12,WEEKDAY,23,TRAIN,CC6,6437,2258
2024-12,WEEKDAY,16,TRAIN,EW5,30249,36039
2024-12,WEEKENDS/HOLIDAY,11,TRAIN,BP9,1791,1114
2024-12,WEEKENDS/HOLIDAY,23,TRAIN,DT22,3903,2646
2024-12,WEEKENDS/HOLIDAY,8,TRAIN,NS4/BP1,16291,10016
2024-12,WEEKDAY,19,TRAIN,DT3,5938,15525
2024-12,WEEKENDS/HOLIDAY,13,TRAIN,NS11,20774,16039
2024-12,WEEKDAY,21,TRAIN,CC11,16741,8082
2024-12,WEEKDAY,17,TRAIN,CC28,5362,5970
2024-12,WEEKENDS/HOLIDAY,11,TRAIN,EW4,9433,4460
2024-12,WEEKENDS/HOLIDAY,6,TRAIN,EW24/NS1,8174,13282
2024-12,WEEKENDS/HOLIDAY,22,TRAIN,TE13,1805,1231
2024-12,WEEKENDS/HOLIDAY,17,TRAIN,EW21/CC22,11499,8815
2024-12,WEEKENDS/HOLIDAY,17,TRAIN,CC16,3569,3228
2024-12,WEEKENDS/HOLIDAY,7,TRAIN,DT25,1910,929
2024-12,WEEKDAY,21,TRAIN,PW4,3593,5186
2024-12,WEEKENDS/HOLIDAY,15,TRAIN,DT6,2627,2371
2024-12,WEEKDAY,16,TRAIN,BP3,3132,4022
2024-12,WEEKDAY,0,TRAIN,TE5,85,804
2024-12,WEEKENDS/HOLIDAY,14,TRAIN,EW11,9112,11058
2024-12,WEEKDAY,10,TRAIN,TE14/NS22,27996,101673
2024-12,WEEKDAY,22,TRAIN,EW17,12109,24815
2024-12,WEEKDAY,8,TRAIN,CC20,11546,7765
2024-12,WEEKENDS/HOLIDAY,14,TRAIN,BP2,1148,1097
2024-12,WEEKENDS/HOLIDAY,9,TRAIN,PW7,1681,828
2024-12,WEEKENDS/HOLIDAY,13,TRAIN,NS20,23886,14319
2024-12,WEEKDAY,19,TRAIN,TE22,5265,12538
2024-12,WEEKDAY,23,TRAIN,NS18,2263,10366
2024-12,WEEKENDS/HOLIDAY,17,TRAIN,NS27/CE2/TE20,2871,4881
2024-12,WEEKDAY,7,TRAIN,NS17/CC15,72164,21368
2024-12,WEEKDAY,10,TRAIN,NE8,19026,25165
2024-12,WEEKENDS/HOLIDAY,11,TRAIN,NE14,19377,9014
2024-12,WEEKDAY,19,TRAIN,TE28,2689,7542
2024-12,WEEKENDS/HOLIDAY,23,TRAIN,NS7,11340,10007
2024-12,WEEKENDS/HOLIDAY,8,TRAIN,DT2,1175,646
2024-12,WEEKDAY,11,TRAIN,CC11,10027,12762
2024-12,WEEKENDS/HOLIDAY,22,TRAIN,CC2,1019,1431
2024-12,WEEKENDS/HOLIDAY,22,TRAIN,TE1,791,2083
2024-12,WEEKDAY,12,TRAIN,DT22,8167,9941
2024-12,WEEKENDS/HOLIDAY,6,TRAIN,NE4/DT19,3304,4857
2024-12,WEEKENDS/HOLIDAY,18,TRAIN,BP4,804,895
2024-12,WEEKDAY,23,TRAIN,EW26,2725,20696
2024-12,WEEKDAY,10,TRAIN,CE1/DT16,8882,39157
2024-12,WEEKENDS/HOLIDAY,12,TRAIN,SE3,1861,1030
2024-12,WEEKDAY,13,TRAIN,EW7,14736,13916
2024-12,WEEKENDS/HOLIDAY,12,TRAIN,CC8,4460,3527
2024-12,WEEKENDS/HOLIDAY,21,TRAIN,TE4,1590,1982
2024-12,WEEKDAY,5,TRAIN,CC26,381,178
2024-12,WEEKDAY,11,TRAIN,EW27,33790,29876
2024-12,WEEKENDS/HOLIDAY,0,TRAIN,NS20,108,190
2024-12,WEEKDAY,7,TRAIN,EW5,60411,30386
2024-12,WEEKENDS/HOLIDAY,17,TRAIN,EW10,8801,10115
2024-12,WEEKENDS/HOLIDAY,5,TRAIN,EW2/DT32,2673,505
2024-12,WEEKENDS/HOLIDAY,12,TRAIN,BP13,802,481
2024-12,WEEKENDS/HOLIDAY,17,TRAIN,NE7/DT12,24455,27376
2024-12,WEEKENDS/HOLIDAY,9,TRAIN,NS3,11479,7004
2024-12,WEEKDAY,10,TRAIN,CC24,13028,28104
2024-12,WEEKDAY,20,TRAIN,SE5,1108,3833
2024-12,WEEKDAY,17,TRAIN,EW15,100433,30618
2024-12,WEEKDAY,17,TRAIN,CC24,73225,8437
2024-12,WEEKENDS/HOLIDAY,16,TRAIN,SW2,2950,2916
2024-12,WEEKENDS/HOLIDAY,16,TRAIN,TE14/NS22,75502,71047
2024-12,WEEKDAY,12,TRAIN,TE24,2793,2186
2024-12,WEEKDAY,20,TRAIN,TE14/NS22,137768,54294
2024-12,WEEKDAY,20,TRAIN,TE28,1976,4678
2024-12,WEEKDAY,23,TRAIN,DT13,3784,3734
2024-12,WEEKENDS/HOLIDAY,5,TRAIN,NS27/CE2/TE20,77,13
2024-12,WEEKDAY,12,TRAIN,TE4,4836,3563
2024-12,WEEKDAY,19,TRAIN,TE27,3811,10281
2024-12,WEEKENDS/HOLIDAY,17,TRAIN,NE14,16450,17585
2024-12,WEEKDAY,6,TRAIN,CC2,268,1712
2024-12,WEEKDAY,23,TRAIN,NS28,462,573
2024-12,WEEKENDS/HOLIDAY,22,TRAIN,EW29,2260,3881
2024-12,WEEKDAY,11,TRAIN,PE6,9077,6361
2024-12,WEEKENDS/HOLIDAY,13,TRAIN,EW3,7385,6154
2024-12,WEEKENDS/HOLIDAY,0,TRAIN,DT17,74,61
2024-12,WEEKDAY,18,TRAIN,TE4,13746,9246
2024-12,WEEKDAY,6,TRAIN,SW5,8244,1291
2024-12,WEEKENDS/HOLIDAY,9,TRAIN,EW17,12356,9313
2024-12,WEEKENDS/HOLIDAY,15,TRAIN,BP7,324,492
2024-12,WEEKENDS/HOLIDAY,12,TRAIN,BP7,453,448
2024-12,WEEKDAY,11,TRAIN,EW3,17801,11086
2024-12,WEEKDAY,7,TRAIN,EW22,10110,14369
2024-12,WEEKENDS/HOLIDAY,12,TRAIN,TE28,1774,1482
2024-12,WEEKENDS/HOLIDAY,20,TRAIN,BP8,606,737
2024-12,WEEKENDS/HOLIDAY,12,TRAIN,NS24/NE6/CC1,16317,25237
2024-12,WEEKDAY,21,TRAIN,PE2,1304,7976
2024-12,WEEKENDS/HOLIDAY,6,TRAIN,NE16/STC,7133,2871
2024-12,WEEKENDS/HOLIDAY,15,TRAIN,PE6,3614,3082
2024-12,WEEKENDS/HOLIDAY,9,TRAIN,EW31,1454,958
2024-12,WEEKENDS/HOLIDAY,22,TRAIN,EW6,1490,6062
2024-12,WEEKENDS/HOLIDAY,13,TRAIN,PW3,729,601
2024-12,WEEKDAY,10,TRAIN,SW6,4436,1604
2024-12,WEEKENDS/HOLIDAY,11,TRAIN,SW2,3709,2724
2024-12,WEEKDAY,12,TRAIN,TE11,3290,2373
2024-12,WEEKDAY,5,TRAIN,BP9,1593,699
2024-12,WEEKDAY,13,TRAIN,CC28,3641,2937
2024-12,WEEKENDS/HOLIDAY,14,TRAIN,TE16,4026,3663
2024-12,WEEKENDS/HOLIDAY,15,TRAIN,PW3,629,571
2024-12,WEEKENDS/HOLIDAY,21,TRAIN,NS25/EW13,44749,7434
2024-12,WEEKENDS/HOLIDAY,19,TRAIN,EW24/NS1,52704,38774
2024-12,WEEKENDS/HOLIDAY,17,TRAIN,DT22,6842,10187
2024-12,WEEKDAY,16,TRAIN,NE13,19288,24299
2024-12,WEEKDAY,8,TRAIN,NS4/BP1,73183,32009
2024-12,WEEKENDS/HOLIDAY,13,TRAIN,TE8,6860,5101
2024-12,WEEKDAY,16,TRAIN,CC7,5758,6207
2024-12,WEEKDAY,13,TRAIN,TE18,15426,12590
2024-12,WEEKDAY,18,TRAIN,NE8,45544,69511
2024-12,WEEKDAY,14,TRAIN,DT24,4224,3758
2024-12,WEEKDAY,15,TRAIN,SE1,3049,3446
2024-12,WEEKDAY,10,TRAIN,TE19,2838,16368
2024-12,WEEKENDS/HOLIDAY,10,TRAIN,DT29,4429,1309
2024-12,WEEKENDS/HOLIDAY,7,TRAIN,CG2,5765,9128
2024-12,WEEKENDS/HOLIDAY,19,TRAIN,EW32,2740,5190
2024-12,WEEKDAY,14,TRAIN,EW5,28951,27646
2024-12,WEEKDAY,0,TRAIN,NS18,288,2543
2024-12,WEEKENDS/HOLIDAY,22,TRAIN,PE2,382,3053
2024-12,WEEKENDS/HOLIDAY,7,TRAIN,EW25,5572,4563
2024-12,WEEKENDS/HOLIDAY,22,TRAIN,DT13,3344,4130
2024-12,WEEKDAY,6,TRAIN,NS14,49112,12287
2024-12,WEEKDAY,14,TRAIN,EW33,2505,2570
2024-12,WEEKENDS/HOLIDAY,23,TRAIN,BP12,11,24
2024-12,WEEKDAY,7,TRAIN,EW16/NE3/TE17,21751,92578
2024-12,WEEKDAY,17,TRAIN,SW4,3844,4633
2024-12,WEEKDAY,9,TRAIN,DT17,3267,93126
2024-12,WEEKDAY,15,TRAIN,NS11,26105,31717
2024-12,WEEKENDS/HOLIDAY,19,TRAIN,BP2,804,1584
2024-12,WEEKDAY,22,TRAIN,NE12/CC13,31177,55339
2024-12,WEEKDAY,20,TRAIN,TE6,5608,16978
2024-12,WEEKDAY,7,TRAIN,DT5,23303,13142
2024-12,WEEKENDS/HOLIDAY,21,TRAIN,NE13,5949,11290
2024-12,WEEKENDS/HOLIDAY,0,TRAIN,DT6,18,186
2024-12,WEEKDAY,7,TRAIN,DT8,3466,5886
2024-12,WEEKDAY,22,TRAIN,BP4,430,1680
2024-12,WEEKDAY,8,TRAIN,SE3,8765,1334
2024-12,WEEKDAY,21,TRAIN,CC7,3852,8510
2024-12,WEEKENDS/HOLIDAY,19,TRAIN,SW7,939,1462
2024-12,WEEKDAY,5,TRAIN,CC3,97,39
2024-12,WEEKENDS/HOLIDAY,21,TRAIN,EW33,1752,2935
2024-12,WEEKDAY,18,TRAIN,CC26,21866,8868
2024-12,WEEKENDS/HOLIDAY,6,TRAIN,TE23,184,211
2024-12,WEEKDAY,11,TRAIN,NS21/DT11,53977,47792
2024-12,WEEKDAY,11,TRAIN,NS23,18563,46695
2024-12,WEEKDAY,14,TRAIN,DT22,7978,8074
2024-12,WEEKDAY,0,TRAIN,EW9,648,2921
2024-12,WEEKENDS/HOLIDAY,12,TRAIN,PW1,1305,1776
2024-12,WEEKDAY,8,TRAIN,EW33,7801,12448
2024-12,WEEKENDS/HOLIDAY,14,TRAIN,PE6,3863,3461
2024-12,WEEKENDS/HOLIDAY,18,TRAIN,TE22,3226,10602
2024-12,WEEKDAY,10,TRAIN,CC8,7194,4846
2024-12,WEEKDAY,9,TRAIN,PE4,1978,753
2024-12,WEEKENDS/HOLIDAY,9,TRAIN,EW18,8217,7115
2024-12,WEEKENDS/HOLIDAY,0,TRAIN,PE1,36,380
2024-12,WEEKENDS/HOLIDAY,5,TRAIN,NS3,2107,180
2024-12,WEEKENDS/HOLIDAY,5,TRAIN,TE5,190,6
2024-12,WEEKENDS/HOLIDAY,14,TRAIN,EW8/CC9,32473,30699
2024-12,WEEKDAY,12,TRAIN,BP2,2479,1424
2024-12,WEEKENDS/HOLIDAY,13,TRAIN,SE1,1918,1854
2024-12,WEEKENDS/HOLIDAY,10,TRAIN,NE1/CC29,9577,43195
2024-12,WEEKDAY,0,TRAIN,PW2,5,7
2024-12,WEEKDAY,19,TRAIN,PE4,1573,3256
2024-12,WEEKDAY,8,TRAIN,TE29,9995,1293
2024-12,WEEKENDS/HOLIDAY,23,TRAIN,CC16,443,1378
2024-12,WEEKDAY,16,TRAIN,NS7,22704,25193
2024-12,WEEKDAY,15,TRAIN,SW2,4603,4911
2024-12,WEEKDAY,15,TRAIN,CC11,17879,9620
2024-12,WEEKDAY,19,TRAIN,DT5,15125,27184
2024-12,WEEKDAY,12,TRAIN,DT7,3358,3308
2024-12,WEEKENDS/HOLIDAY,19,TRAIN,EW27,22474,34159
2024-12,WEEKDAY,23,TRAIN,EW25,1274,6592
2024-12,WEEKDAY,16,TRAIN,NE10,14432,14912
2024-12,WEEKDAY,9,TRAIN,NE18,2932,3108
2024-12,WEEKDAY,17,TRAIN,BP6/DT1,45023,66932
2024-12,WEEKENDS/HOLIDAY,8,TRAIN,BP12,1692,636
2024-12,WEEKENDS/HOLIDAY,21,TRAIN,SW1,1312,910
2024-12,WEEKENDS/HOLIDAY,21,TRAIN,BP9,286,909
2024-12,WEEKDAY,15,TRAIN,NE10,11879,13657
2024-12,WEEKENDS/HOLIDAY,14,TRAIN,EW32,2215,1406
2024-12,WEEKENDS/HOLIDAY,9,TRAIN,TE22,421,2413
2024-12,WEEKDAY,11,TRAIN,NE4/DT19,40362,77843
2024-12,WEEKDAY,19,TRAIN,DT34,6848,8770
2024-12,WEEKENDS/HOLIDAY,7,TRAIN,CC2,284,1007
2024-12,WEEKDAY,20,TRAIN,BP8,1362,2076
2024-12,WEEKENDS/HOLIDAY,22,TRAIN,EW7,2172,8763
2024-12,WEEKDAY,11,TRAIN,CC5,3370,4392
2024-12,WEEKDAY,10,TRAIN,CC7,5452,3613
2024-12,WEEKENDS/HOLIDAY,9,TRAIN,SW6,2369,773
2024-12,WEEKDAY,9,TRAIN,BP9,3425,2594
2024-12,WEEKENDS/HOLIDAY,0,TRAIN,EW16/NE3/TE17,36,559
2024-12,WEEKDAY,23,TRAIN,CC4/DT15,10112,2406
2024-12,WEEKENDS/HOLIDAY,12,TRAIN,NE17/PTC,26759,22189
2024-12,WEEKENDS/HOLIDAY,20,TRAIN,CG1/DT35,12024,5414
2024-12,WEEKENDS/HOLIDAY,21,TRAIN,NS9/TE2,23231,33543
2024-12,WEEKENDS/HOLIDAY,16,TRAIN,CC28,1932,1858
2024-12,WEEKDAY,9,TRAIN,SE4,5006,2661
2024-12,WEEKDAY,8,TRAIN,EW18,37020,50225
2024-12,WEEKENDS/HOLIDAY,14,TRAIN,NS17/CC15,12974,7500
2024-12,WEEKDAY,23,TRAIN,CC17/TE9,868,2434
2024-12,WEEKENDS/HOLIDAY,0,TRAIN,NE4/DT19,180,513
2024-12,WEEKENDS/HOLIDAY,21,TRAIN,EW14/NS26,13266,4656
2024-12,WEEKENDS/HOLIDAY,23,TRAIN,NS9/TE2,8403,18733
2024-12,WEEKENDS/HOLIDAY,7,TRAIN,NS13,20473,9900
2024-12,WEEKDAY,6,TRAIN,CC19/DT9,1731,3213
2024-12,WEEKENDS/HOLIDAY,12,TRAIN,TE24,1670,1146
2024-12,WEEKDAY,16,TRAIN,NS9/TE2,52483,72382
2024-12,WEEKDAY,22,TRAIN,NS16,19969,55643
2024-12,WEEKDAY,6,TRAIN,NS23,2771,10530
2024-12,WEEKDAY,22,TRAIN,NE4/DT19,42981,20036
2024-12,WEEKDAY,21,TRAIN,CC21,15218,6420
2024-12,WEEKENDS/HOLIDAY,20,TRAIN,DT21,3585,2464
2024-12,WEEKDAY,11,TRAIN,DT13,8752,13808
2024-12,WEEKENDS/HOLIDAY,19,TRAIN,EW5,13961,19921
2024-12,WEEKENDS/HOLIDAY,8,TRAIN,SE4,1935,1237
2024-12,WEEKDAY,15,TRAIN,DT8,2779,3157
2024-12,WEEKENDS/HOLIDAY,17,TRAIN,PE4,1071,960
2024-12,WEEKDAY,14,TRAIN,NS11,27412,28479
2024-12,WEEKENDS/HOLIDAY,0,TRAIN,SW5,40,633
2024-12,WEEKENDS/HOLIDAY,13,TRAIN,DT3,4179,2883
2024-12,WEEKENDS/HOLIDAY,10,TRAIN,CC26,1374,801
2024-12,WEEKENDS/HOLIDAY,17,TRAIN,TE12,2385,1378
2024-12,WEEKDAY,21,TRAIN,EW27,34801,55468
2024-12,WEEKDAY,14,TRAIN,NE15,16773,17647
2024-12,WEEKDAY,15,TRAIN,EW16/NE3/TE17,37559,22411
2024-12,WEEKDAY,6,TRAIN,DT2,993,1359
2024-12,WEEKENDS/HOLIDAY,23,TRAIN,CC17/TE9,463,1193
2024-12,WEEKENDS/HOLIDAY,16,TRAIN,CC14,3081,2651
2024-12,WEEKDAY,9,TRAIN,NE14,54785,15415
2024-12,WEEKENDS/HOLIDAY,20,TRAIN,EW7,3996,10023
2024-12,WEEKENDS/HOLIDAY,14,TRAIN,DT22,5856,6619
2024-12,WEEKENDS/HOLIDAY,17,TRAIN,PW5,2068,2513
2024-12,WEEKENDS/HOLIDAY,22,TRAIN,CC28,514,2074
2024-12,WEEKENDS/HOLIDAY,22,TRAIN,TE8,3158,2991
2024-12,WEEKDAY,16,TRAIN,DT20,6740,6470
2024-12,WEEKENDS/HOLIDAY,6,TRAIN,SW7,522,109
2024-12,WEEKENDS/HOLIDAY,8,TRAIN,NS17/CC15,15904,5808
2024-12,WEEKDAY,15,TRAIN,TE1,6881,1864
2024-12,WEEKENDS/HOLIDAY,16,TRAIN,BP7,343,562
2024-12,WEEKDAY,10,TRAIN,TE24,3298,1362
2024-12,WEEKENDS/HOLIDAY,23,TRAIN,PE4,196,462
2024-12,WEEKENDS/HOLIDAY,6,TRAIN,NE14,7526,2184
2024-12,WEEKDAY,10,TRAIN,CG2,13285,23521
2024-12,WEEKENDS/HOLIDAY,14,TRAIN,NS27/CE2/TE20,2388,3686
2024-12,WEEKDAY,8,TRAIN,CC8,20256,8031
2024-12,WEEKDAY,7,TRAIN,EW19,30872,17605
2024-12,WEEKENDS/HOLIDAY,9,TRAIN,TE27,3283,1447
2024-12,WEEKDAY,7,TRAIN,EW31,4563,37426
2024-12,WEEKDAY,10,TRAIN,NS20,27674,46254
2024-12,WEEKDAY,8,TRAIN,PW4,9816,3607
2024-12,WEEKENDS/HOLIDAY,9,TRAIN,DT18,1202,3449
2024-12,WEEKENDS/HOLIDAY,15,TRAIN,EW17,11530,12289
2024-12,WEEKDAY,11,TRAIN,NS3,20928,12099
2024-12,WEEKENDS/HOLIDAY,19,TRAIN,SE2,1749,3087
2024-12,WEEKDAY,18,TRAIN,EW1,37743,79600
2024-12,WEEKENDS/HOLIDAY,18,TRAIN,PE5,2342,3076
2024-12,WEEKENDS/HOLIDAY,17,TRAIN,NS17/CC15,15502,10672
2024-12,WEEKDAY,17,TRAIN,PW1,3380,2958
2024-12,WEEKENDS/HOLIDAY,13,TRAIN,TE25,1411,1259
2024-12,WEEKDAY,6,TRAIN,EW25,21925,4625
2024-12,WEEKENDS/HOLIDAY,6,TRAIN,PW5,3604,388
2024-12,WEEKENDS/HOLIDAY,5,TRAIN,CC12,151,5
2024-12,WEEKENDS/HOLIDAY,7,TRAIN,NS18,5803,2273
2024-12,WEEKDAY,22,TRAIN,BP9,329,1536
2024-12,WEEKDAY,0,TRAIN,NE8,598,1935
2024-12,WEEKENDS/HOLIDAY,8,TRAIN,TE24,1254,600
2024-12,WEEKENDS/HOLIDAY,22,TRAIN,CC8,1767,3456
2024-12,WEEKDAY,8,TRAIN,NS7,48470,48661
2024-12,WEEKDAY,5,TRAIN,PE3,1574,289
2024-12,WEEKENDS/HOLIDAY,11,TRAIN,TE16,4996,3380
2024-12,WEEKENDS/HOLIDAY,12,TRAIN,EW25,6643,5976
2024-12,WEEKDAY,20,TRAIN,DT30,3293,12664
2024-12,WEEKDAY,21,TRAIN,EW9,15795,29975
2024-12,WEEKENDS/HOLIDAY,20,TRAIN,CC8,2647,4189
2024-12,WEEKDAY,12,TRAIN,SW4,3828,2214
2024-12,WEEKDAY,12,TRAIN,PE5,6439,3707
2024-12,WEEKENDS/HOLIDAY,14,TRAIN,DT17,2623,2875
2024-12,WEEKENDS/HOLIDAY,20,TRAIN,NS9/TE2,25328,34788
2024-12,WEEKDAY,14,TRAIN,BP5,1841,1891
2024-12,WEEKENDS/HOLIDAY,0,TRAIN,DT24,36,264
2024-12,WEEKENDS/HOLIDAY,7,TRAIN,EW22,1395,1555
2024-12,WEEKENDS/HOLIDAY,19,TRAIN,NS28,1975,755
2024-12,WEEKDAY,6,TRAIN,DT24,6267,3191
2024-12,WEEKENDS/HOLIDAY,8,TRAIN,NE9,10211,7395
2024-12,WEEKENDS/HOLIDAY,7,TRAIN,BP12,1313,280
2024-12,WEEKDAY,13,TRAIN,EW2/DT32,54524,53339
2024-12,WEEKENDS/HOLIDAY,19,TRAIN,NE9,11173,10667
2024-12,WEEKENDS/HOLIDAY,6,TRAIN,PE2,1151,143
2024-12,WEEKDAY,5,TRAIN,NE14,7008,1096
2024-12,WEEKENDS/HOLIDAY,6,TRAIN,SW8,447,203
2024-12,WEEKENDS/HOLIDAY,0,TRAIN,DT22,293,322
2024-12,WEEKDAY,5,TRAIN,DT3,679,5
2024-12,WEEKDAY,7,TRAIN,CC12,12012,5696
2024-12,WEEKDAY,13,TRAIN,EW23,43966,40762
2024-12,WEEKENDS/HOLIDAY,11,TRAIN,BP7,469,444
2024-12,WEEKENDS/HOLIDAY,5,TRAIN,EW20,250,80
2024-12,WEEKENDS/HOLIDAY,0,TRAIN,CC7,42,308
2024-12,WEEKDAY,20,TRAIN,EW10,7602,18962
2024-12,WEEKENDS/HOLIDAY,22,TRAIN,EW24/NS1,28975,13537
2024-12,WEEKDAY,10,TRAIN,EW28,23963,10269
2024-12,WEEKDAY,11,TRAIN,EW12/DT14,38784,80568
2024-12,WEEKDAY,8,TRAIN,NS16,100743,56318
2024-12,WEEKENDS/HOLIDAY,15,TRAIN,TE5,2153,2136
2024-12,WEEKDAY,15,TRAIN,TE19,9927,4243
2024-12,WEEKDAY,22,TRAIN,PE1,674,4444
2024-12,WEEKDAY,12,TRAIN,EW29,13582,7158
2024-12,WEEKENDS/HOLIDAY,13,TRAIN,CC25,3021,2386
2024-12,WEEKDAY,22,TRAIN,DT34,1920,4408
2024-12,WEEKDAY,15,TRAIN,DT5,12027,12610
2024-12,WEEKENDS/HOLIDAY,9,TRAIN,PW2,19,32
2024-12,WEEKDAY,17,TRAIN,BP7,1080,1703
2024-12,WEEKENDS/HOLIDAY,18,TRAIN,CC6,6907,19524
2024-12,WEEKDAY,13,TRAIN,TE16,6846,6165
2024-12,WEEKENDS/HOLIDAY,7,TRAIN,TE13,402,1943
2024-12,WEEKDAY,0,TRAIN,TE23,2186,268
2024-12,WEEKENDS/HOLIDAY,20,TRAIN,EW32,1907,4488
2024-12,WEEKENDS/HOLIDAY,17,TRAIN,CC7,3949,3857
2024-12,WEEKDAY,8,TRAIN,PW3,2955,1713
2024-12,WEEKENDS/HOLIDAY,19,TRAIN,NS23,29628,20612
2024-12,WEEKDAY,20,TRAIN,SW7,1104,3897
2024-12,WEEKDAY,7,TRAIN,NS14,102685,24485
2024-12,WEEKDAY,23,TRAIN,EW9,6040,12896
2024-12,WEEKENDS/HOLIDAY,5,TRAIN,CG2,3211,379
2024-12,WEEKDAY,19,TRAIN,EW9,23161,56498
2024-12,WEEKENDS/HOLIDAY,13,TRAIN,SW5,4585,3878
2024-12,WEEKDAY,7,TRAIN,TE15,5962,7640
2024-12,WEEKENDS/HOLIDAY,23,TRAIN,TE24,199,506
2024-12,WEEKDAY,13,TRAIN,TE12,5327,5925
2024-12,WEEKDAY,8,TRAIN,EW17,56503,35839
2024-12,WEEKDAY,9,TRAIN,CC19/DT9,6992,8961
2024-12,WEEKDAY,10,TRAIN,EW6,11780,6474
2024-12,WEEKENDS/HOLIDAY,23,TRAIN,EW22,369,1155
2024-12,WEEKDAY,17,TRAIN,EW31,28360,1443
2024-12,WEEKDAY,5,TRAIN,EW19,3166,414
2024-12,WEEKDAY,14,TRAIN,TE16,6616,6239
2024-12,WEEKENDS/HOLIDAY,12,TRAIN,DT17,2540,2905
2024-12,WEEKDAY,6,TRAIN,EW29,10256,48709
2024-12,WEEKDAY,12,TRAIN,BP12,2818,1340
2024-12,WEEKENDS/HOLIDAY,22,TRAIN,CC3,7465,1513
2024-12,WEEKENDS/HOLIDAY,11,TRAIN,DT34,2245,1101
2024-12,WEEKENDS/HOLIDAY,12,TRAIN,DT3,5478,2528
2024-12,WEEKDAY,5,TRAIN,CC10/DT26,3548,490
2024-12,WEEKDAY,22,TRAIN,NE13,8257,21693
2024-12,WEEKENDS/HOLIDAY,5,TRAIN,BP3,704,42
2024-12,WEEKENDS/HOLIDAY,15,TRAIN,NS14,13964,12378
2024-12,WEEKENDS/HOLIDAY,8,TRAIN,EW2/DT32,20946,14286
2024-12,WEEKENDS/HOLIDAY,12,TRAIN,TE11,2030,1286
2024-12,WEEKENDS/HOLIDAY,19,TRAIN,TE22,4945,9534
2024-12,WEEKENDS/HOLIDAY,21,TRAIN,TE27,941,3178
2024-12,WEEKDAY,13,TRAIN,PE4,1404,1514
2024-12,WEEKDAY,19,TRAIN,TE25,2422,5082
2024-12,WEEKENDS/HOLIDAY,18,TRAIN,TE1,2386,2817
2024-12,WEEKDAY,22,TRAIN,DT24,1988,6752
2024-12,WEEKENDS/HOLIDAY,16,TRAIN,NE9,10490,9845
2024-12,WEEKDAY,14,TRAIN,EW22,6529,7047
2024-12,WEEKENDS/HOLIDAY,15,TRAIN,NS12,7916,7489
2024-12,WEEKDAY,23,TRAIN,TE14/NS22,26821,7270
2024-12,WEEKDAY,10,TRAIN,EW32,1605,1938
2024-12,WEEKDAY,19,TRAIN,NS28,2532,1245
2024-12,WEEKENDS/HOLIDAY,7,TRAIN,BP5,614,504
2024-12,WEEKENDS/HOLIDAY,5,TRAIN,CC8,247,13
2024-12,WEEKENDS/HOLIDAY,18,TRAIN,BP11,1346,1782
2024-12,WEEKENDS/HOLIDAY,20,TRAIN,NE9,7264,10781
2024-12,WEEKDAY,15,TRAIN,NS28,2979,2643
2024-12,WEEKENDS/HOLIDAY,11,TRAIN,CC17/TE9,2608,1596
2024-12,WEEKDAY,11,TRAIN,TE4,4013,3148
2024-12,WEEKDAY,16,TRAIN,SW3,1962,2332
2024-12,WEEKDAY,15,TRAIN,TE8,9066,8200
2024-12,WEEKENDS/HOLIDAY,20,TRAIN,NS25/EW13,44365,12879
2024-12,WEEKENDS/HOLIDAY,10,TRAIN,CC11,3171,7010
2024-12,WEEKDAY,6,TRAIN,NS25/EW13,2287,15266
2024-12,WEEKDAY,6,TRAIN,EW1,29821,8528
2024-12,WEEKDAY,17,TRAIN,EW26,50783,53723
2024-12,WEEKDAY,6,TRAIN,TE27,3778,578
2024-12,WEEKDAY,21,TRAIN,TE26,10515,6455
2024-12,WEEKDAY,7,TRAIN,BP7,3314,731
2024-12,WEEKENDS/HOLIDAY,19,TRAIN,DT31,3174,5399
