YEAR_MONTH,DAY_TYPE,TIME_PER_HOUR,PT_TYPE,PT_CODE,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_OUT_VOLUME
2024-11,WEEKDAY,5,TRAIN,CE1/DT16,1225,1
2024-11,WEEKENDS/HOLIDAY,11,TRAIN,EW18,9215,6288
2024-11,WEEKDAY,15,TRAIN,DT28,6950,6337
2024-11,WEEKDAY,23,TRAIN,TE27,402,3204
2024-11,WEEKENDS/HOLIDAY,5,TRAIN,DT23,24,0
2024-11,WEEKENDS/HOLIDAY,0,TRAIN,EW33,0,283
2024-11,WEEKENDS/HOLIDAY,21,TRAIN,NS4/BP1,9731,18377
2024-11,WEEKENDS/HOLIDAY,9,TRAIN,PW2,17,58
2024-11,WEEKDAY,8,TRAIN,NS11,118742,40223
2024-11,WEEKDAY,17,TRAIN,NS12,24013,29996
2024-11,WEEKENDS/HOLIDAY,7,TRAIN,DT6,1251,2055
2024-11,WEEKENDS/HOLIDAY,18,TRAIN,NE4/DT19,35460,31618
2024-11,WEEKENDS/HOLIDAY,7,TRAIN,TE6,5069,1910
2024-11,WEEKDAY,12,TRAIN,EW1,27907,19147
2024-11,WEEKDAY,5,TRAIN,PE3,1574,296
2024-11,WEEKENDS/HOLIDAY,12,TRAIN,BP10,1747,1350
2024-11,WEEKDAY,16,TRAIN,SW5,7169,9383
2024-11,WEEKENDS/HOLIDAY,12,TRAIN,CC17/TE9,2507,1898
2024-11,WEEKDAY,11,TRAIN,TE11,3745,2216
2024-11,WEEKENDS/HOLIDAY,22,TRAIN,TE24,376,771
2024-11,WEEKENDS/HOLIDAY,23,TRAIN,CC23,524,234
2024-11,WEEKENDS/HOLIDAY,20,TRAIN,NE5,7417,5323
2024-11,WEEKENDS/HOLIDAY,17,TRAIN,PW1,1448,1311
2024-11,WEEKDAY,20,TRAIN,PE5,1863,9488
2024-11,WEEKDAY,22,TRAIN,BP3,947,4062
2024-11,WEEKDAY,11,TRAIN,DT3,8585,3150
2024-11,WEEKENDS/HOLIDAY,17,TRAIN,CC20,2990,2941
2024-11,WEEKDAY,16,TRAIN,DT24,4643,5112
2024-11,WEEKENDS/HOLIDAY,7,TRAIN,BP8,561,616
2024-11,WEEKENDS/HOLIDAY,23,TRAIN,EW2/DT32,3419,11194
2024-11,WEEKDAY,9,TRAIN,BP5,2929,1900
2024-11,WEEKDAY,7,TRAIN,SW4,11759,1566
2024-11,WEEKDAY,16,TRAIN,TE15,9607,11182
2024-11,WEEKENDS/HOLIDAY,13,TRAIN,SW6,1880,1382
2024-11,WEEKENDS/HOLIDAY,21,TRAIN,DT17,2473,1648
2024-11,WEEKDAY,9,TRAIN,DT23,4155,17208
2024-11,WEEKENDS/HOLIDAY,6,TRAIN,BP13,539,112
2024-11,WEEKENDS/HOLIDAY,16,TRAIN,NE11,7652,7475
2024-11,WEEKDAY,8,TRAIN,NE8,38486,44180
2024-11,WEEKENDS/HOLIDAY,11,TRAIN,PE1,2164,1146
2024-11,WEEKDAY,9,TRAIN,DT24,10283,6289
2024-11,WEEKDAY,13,TRAIN,SE5,2646,2592
2024-11,WEEKENDS/HOLIDAY,21,TRAIN,EW10,3963,7253
2024-11,WEEKENDS/HOLIDAY,16,TRAIN,CC4/DT15,13432,13019
2024-11,WEEKDAY,15,TRAIN,EW26,19321,22475
2024-11,WEEKDAY,22,TRAIN,EW31,1264,1158
2024-11,WEEKDAY,18,TRAIN,DT29,13076,25254
2024-11,WEEKENDS/HOLIDAY,7,TRAIN,CC24,1782,4605
2024-11,WEEKDAY,12,TRAIN,TE3,11527,12418
2024-11,WEEKENDS/HOLIDAY,9,TRAIN,NS13,27547,15367
2024-11,WEEKDAY,7,TRAIN,NS16,102541,61698
2024-11,WEEKDAY,19,TRAIN,NE13,22637,48327
2024-11,WEEKDAY,13,TRAIN,DT10,5292,3333
2024-11,WEEKENDS/HOLIDAY,0,TRAIN,DT18,120,108
2024-11,WEEKENDS/HOLIDAY,17,TRAIN,CC14,3670,3072
2024-11,WEEKDAY,13,TRAIN,EW20,10976,10387
2024-11,WEEKDAY,10,TRAIN,BP5,2124,1453
2024-11,WEEKENDS/HOLIDAY,8,TRAIN,EW33,2628,2565
2024-11,WEEKENDS/HOLIDAY,23,TRAIN,PW2,1,6
2024-11,WEEKDAY,19,TRAIN,NS17/CC15,27050,41368
2024-11,WEEKDAY,17,TRAIN,NS21/DT11,102993,95994
2024-11,WEEKDAY,0,TRAIN,DT24,48,442
2024-11,WEEKDAY,6,TRAIN,NE13,17857,8333
2024-11,WEEKENDS/HOLIDAY,20,TRAIN,CC10/DT26,3831,6603
2024-11,WEEKDAY,22,TRAIN,EW18,7425,14800
2024-11,WEEKENDS/HOLIDAY,11,TRAIN,SW3,1290,604
2024-11,WEEKENDS/HOLIDAY,22,TRAIN,DT25,568,1964
2024-11,WEEKDAY,10,TRAIN,PW2,83,482
2024-11,WEEKDAY,10,TRAIN,SW8,2579,984
2024-11,WEEKDAY,22,TRAIN,CC3,13579,2079
2024-11,WEEKENDS/HOLIDAY,17,TRAIN,NE5,6504,7542
2024-11,WEEKDAY,9,TRAIN,SW5,10123,4992
2024-11,WEEKENDS/HOLIDAY,21,TRAIN,SW1,1106,777
2024-11,WEEKDAY,12,TRAIN,CC24,28369,27940
2024-11,WEEKENDS/HOLIDAY,12,TRAIN,PW7,1690,1547
2024-11,WEEKENDS/HOLIDAY,10,TRAIN,TE7,3053,1709
2024-11,WEEKDAY,17,TRAIN,BP5,3757,3185
2024-11,WEEKENDS/HOLIDAY,10,TRAIN,TE6,6639,2278
2024-11,WEEKENDS/HOLIDAY,8,TRAIN,PE1,1884,665
2024-11,WEEKENDS/HOLIDAY,13,TRAIN,CC27,1107,1020
2024-11,WEEKENDS/HOLIDAY,20,TRAIN,EW9,9273,13784
2024-11,WEEKENDS/HOLIDAY,11,TRAIN,TE26,6116,7970
2024-11,WEEKDAY,17,TRAIN,DT24,11479,9543
2024-11,WEEKENDS/HOLIDAY,5,TRAIN,CC19/DT9,62,86
2024-11,WEEKENDS/HOLIDAY,0,TRAIN,DT13,113,248
2024-11,WEEKDAY,22,TRAIN,EW21/CC22,28044,10906
2024-11,WEEKDAY,11,TRAIN,TE26,9538,11038
2024-11,WEEKENDS/HOLIDAY,12,TRAIN,SW3,1071,866
2024-11,WEEKENDS/HOLIDAY,8,TRAIN,SW1,1078,907
2024-11,WEEKDAY,8,TRAIN,BP12,9444,2187
2024-11,WEEKDAY,8,TRAIN,DT8,8149,8727
2024-11,WEEKDAY,14,TRAIN,EW4,10853,10362
2024-11,WEEKENDS/HOLIDAY,9,TRAIN,EW10,6656,5079
2024-11,WEEKENDS/HOLIDAY,12,TRAIN,DT17,2632,2923
2024-11,WEEKDAY,17,TRAIN,NE4/DT19,87985,66314
2024-11,WEEKDAY,12,TRAIN,PW4,4943,4381
2024-11,WEEKDAY,23,TRAIN,CE1/DT16,44406,5757
2024-11,WEEKENDS/HOLIDAY,17,TRAIN,EW30,3929,953
2024-11,WEEKENDS/HOLIDAY,18,TRAIN,CC16,3528,3058
2024-11,WEEKDAY,21,TRAIN,NS11,19209,58811
2024-11,WEEKENDS/HOLIDAY,10,TRAIN,EW4,8737,3593
2024-11,WEEKENDS/HOLIDAY,9,TRAIN,TE12,1342,2796
2024-11,WEEKDAY,7,TRAIN,DT34,9979,8364
2024-11,WEEKENDS/HOLIDAY,8,TRAIN,CC24,2070,6122
2024-11,WEEKDAY,0,TRAIN,EW28,5,4087
2024-11,WEEKDAY,10,TRAIN,TE11,3791,2307
2024-11,WEEKDAY,14,TRAIN,SE4,2864,3239
2024-11,WEEKDAY,23,TRAIN,CC23,1506,584
2024-11,WEEKENDS/HOLIDAY,19,TRAIN,BP2,842,1515
2024-11,WEEKDAY,16,TRAIN,DT31,9382,9157
2024-11,WEEKENDS/HOLIDAY,15,TRAIN,TE8,5568,4407
2024-11,WEEKDAY,23,TRAIN,EW29,950,1530
2024-11,WEEKENDS/HOLIDAY,15,TRAIN,NS3,8160,8539
2024-11,WEEKENDS/HOLIDAY,9,TRAIN,DT10,2165,1159
2024-11,WEEKENDS/HOLIDAY,6,TRAIN,DT5,2722,1143
2024-11,WEEKENDS/HOLIDAY,21,TRAIN,DT33,2371,9855
2024-11,WEEKENDS/HOLIDAY,6,TRAIN,TE13,192,719
2024-11,WEEKDAY,21,TRAIN,CC12,2310,7798
2024-11,WEEKDAY,6,TRAIN,NS25/EW13,2264,16590
2024-11,WEEKENDS/HOLIDAY,5,TRAIN,EW2/DT32,2930,396
2024-11,WEEKDAY,20,TRAIN,TE28,1454,5294
2024-11,WEEKENDS/HOLIDAY,20,TRAIN,EW33,1671,2669
2024-11,WEEKDAY,7,TRAIN,DT33,67532,19064
2024-11,WEEKDAY,23,TRAIN,EW5,3934,18377
2024-11,WEEKENDS/HOLIDAY,20,TRAIN,NE17/PTC,17413,21200
2024-11,WEEKDAY,18,TRAIN,SE5,3224,5579
2024-11,WEEKENDS/HOLIDAY,23,TRAIN,EW11,2216,3286
2024-11,WEEKDAY,20,TRAIN,SW5,5470,10552
2024-11,WEEKDAY,17,TRAIN,NS8,29708,32526
2024-11,WEEKDAY,22,TRAIN,CC12,1726,5807
2024-11,WEEKENDS/HOLIDAY,21,TRAIN,EW15,9151,3622
2024-11,WEEKDAY,7,TRAIN,BP2,14827,2110
2024-11,WEEKDAY,10,TRAIN,EW21/CC22,16080,26579
2024-11,WEEKDAY,23,TRAIN,SW1,379,619
2024-11,WEEKDAY,11,TRAIN,PW3,1447,647
2024-11,WEEKENDS/HOLIDAY,5,TRAIN,SW1,58,37
2024-11,WEEKENDS/HOLIDAY,19,TRAIN,DT25,1473,2004
2024-11,WEEKDAY,21,TRAIN,CC26,2915,3035
2024-11,WEEKENDS/HOLIDAY,5,TRAIN,EW6,251,41
2024-11,WEEKENDS/HOLIDAY,9,TRAIN,CC12,3129,1595
2024-11,WEEKDAY,18,TRAIN,PE3,6695,14746
2024-11,WEEKDAY,0,TRAIN,EW6,68,1020
2024-11,WEEKENDS/HOLIDAY,16,TRAIN,BP5,1093,905
2024-11,WEEKDAY,15,TRAIN,SW4,2016,2759
2024-11,WEEKDAY,7,TRAIN,NS28,1526,3056
2024-11,WEEKDAY,17,TRAIN,CC23,70649,7233
2024-11,WEEKDAY,12,TRAIN,BP4,5197,4866
2024-11,WEEKDAY,22,TRAIN,SW7,482,3041
2024-11,WEEKENDS/HOLIDAY,13,TRAIN,CG2,13072,17349
2024-11,WEEKDAY,21,TRAIN,CC21,16055,7350
2024-11,WEEKDAY,9,TRAIN,BP3,6322,1817
2024-11,WEEKDAY,7,TRAIN,CC23,3214,34578
2024-11,WEEKENDS/HOLIDAY,22,TRAIN,CC25,1226,2109
2024-11,WEEKENDS/HOLIDAY,6,TRAIN,PE1,819,121
2024-11,WEEKENDS/HOLIDAY,15,TRAIN,NS28,2614,2367
2024-11,WEEKENDS/HOLIDAY,15,TRAIN,DT24,1760,1924
2024-11,WEEKDAY,13,TRAIN,DT24,4671,3854
2024-11,WEEKDAY,14,TRAIN,PW5,2041,2260
2024-11,WEEKENDS/HOLIDAY,19,TRAIN,CE1/DT16,29268,28134
2024-11,WEEKENDS/HOLIDAY,11,TRAIN,NE4/DT19,19888,37718
2024-11,WEEKDAY,19,TRAIN,DT22,13651,21236
2024-11,WEEKENDS/HOLIDAY,7,TRAIN,DT28,6016,3235
2024-11,WEEKDAY,18,TRAIN,EW5,57195,99518
2024-11,WEEKDAY,13,TRAIN,BP4,3152,4632
2024-11,WEEKENDS/HOLIDAY,13,TRAIN,TE7,2912,2564
2024-11,WEEKDAY,22,TRAIN,DT33,3758,24145
2024-11,WEEKENDS/HOLIDAY,9,TRAIN,PE6,3728,2685
2024-11,WEEKENDS/HOLIDAY,7,TRAIN,PE1,1226,373
2024-11,WEEKDAY,16,TRAIN,EW11,17566,16958
2024-11,WEEKDAY,10,TRAIN,NE1/CC29,16184,68124
2024-11,WEEKDAY,20,TRAIN,PW2,349,120
2024-11,WEEKENDS/HOLIDAY,13,TRAIN,TE26,7781,6917
2024-11,WEEKENDS/HOLIDAY,18,TRAIN,PE1,1538,1973
2024-11,WEEKENDS/HOLIDAY,13,TRAIN,EW29,5827,3597
2024-11,WEEKDAY,10,TRAIN,CC4/DT15,5494,31225
2024-11,WEEKENDS/HOLIDAY,10,TRAIN,PE1,2300,900
2024-11,WEEKENDS/HOLIDAY,18,TRAIN,DT23,2175,1808
2024-11,WEEKENDS/HOLIDAY,21,TRAIN,TE22,4695,809
2024-11,WEEKDAY,8,TRAIN,EW25,40692,12592
2024-11,WEEKDAY,19,TRAIN,NS4/BP1,36940,90967
2024-11,WEEKDAY,0,TRAIN,NS15,501,1256
2024-11,WEEKDAY,16,TRAIN,EW16/NE3/TE17,57481,20480
2024-11,WEEKENDS/HOLIDAY,7,TRAIN,EW15,1972,7749
2024-11,WEEKDAY,21,TRAIN,TE16,5493,8083
2024-11,WEEKDAY,19,TRAIN,NS9/TE2,62689,150432
2024-11,WEEKENDS/HOLIDAY,8,TRAIN,EW18,6723,6845
2024-11,WEEKENDS/HOLIDAY,10,TRAIN,BP10,1755,1092
2024-11,WEEKDAY,17,TRAIN,BP13,1430,1742
2024-11,WEEKDAY,7,TRAIN,TE1,12703,25217
2024-11,WEEKENDS/HOLIDAY,17,TRAIN,DT24,2191,2414
2024-11,WEEKENDS/HOLIDAY,9,TRAIN,TE14/NS22,10476,55405
2024-11,WEEKENDS/HOLIDAY,14,TRAIN,BP11,1295,1363
2024-11,WEEKENDS/HOLIDAY,0,TRAIN,TE16,21,191
2024-11,WEEKDAY,11,TRAIN,EW17,22599,19912
2024-11,WEEKENDS/HOLIDAY,16,TRAIN,EW24/NS1,43230,37352
2024-11,WEEKENDS/HOLIDAY,19,TRAIN,DT5,6255,8149
2024-11,WEEKDAY,17,TRAIN,EW6,14246,19792
2024-11,WEEKDAY,16,TRAIN,EW21/CC22,41679,21029
2024-11,WEEKDAY,19,TRAIN,SW1,3692,4585
2024-11,WEEKDAY,15,TRAIN,NE17/PTC,37905,43379
2024-11,WEEKDAY,17,TRAIN,TE28,4110,6730
2024-11,WEEKENDS/HOLIDAY,16,TRAIN,NS23,27356,26668
2024-11,WEEKDAY,20,TRAIN,TE16,5798,7682
2024-11,WEEKDAY,17,TRAIN,PW1,3728,3318
2024-11,WEEKENDS/HOLIDAY,7,TRAIN,TE28,984,417
2024-11,WEEKDAY,13,TRAIN,NE16/STC,46279,44339
2024-11,WEEKDAY,15,TRAIN,NS19,31771,34820
2024-11,WEEKDAY,15,TRAIN,NS27/CE2/TE20,4447,3641
2024-11,WEEKENDS/HOLIDAY,15,TRAIN,NS18,5430,5610
2024-11,WEEKDAY,14,TRAIN,NE12/CC13,50632,51201
2024-11,WEEKDAY,12,TRAIN,TE8,9189,9810
2024-11,WEEKDAY,5,TRAIN,DT6,185,157
2024-11,WEEKDAY,11,TRAIN,SW6,3949,1946
2024-11,WEEKDAY,13,TRAIN,PW2,288,598
2024-11,WEEKDAY,20,TRAIN,SW6,1431,6444
2024-11,WEEKENDS/HOLIDAY,15,TRAIN,TE26,7318,5916
2024-11,WEEKENDS/HOLIDAY,0,TRAIN,NS21/DT11,733,907
2024-11,WEEKENDS/HOLIDAY,18,TRAIN,DT31,4106,4680
2024-11,WEEKENDS/HOLIDAY,11,TRAIN,NS8,9089,5522
2024-11,WEEKDAY,6,TRAIN,DT2,1543,1699
2024-11,WEEKDAY,16,TRAIN,CC27,10390,1927
2024-11,WEEKDAY,12,TRAIN,DT20,6311,5773
2024-11,WEEKENDS/HOLIDAY,7,TRAIN,BP5,726,528
2024-11,WEEKENDS/HOLIDAY,12,TRAIN,NE15,12028,8120
2024-11,WEEKDAY,12,TRAIN,TE29,2786,2142
2024-11,WEEKENDS/HOLIDAY,20,TRAIN,CC21,5127,3347
2024-11,WEEKENDS/HOLIDAY,18,TRAIN,NS3,8963,10775
2024-11,WEEKDAY,7,TRAIN,PE2,17379,4338
2024-11,WEEKDAY,23,TRAIN,CC28,264,2090
2024-11,WEEKENDS/HOLIDAY,15,TRAIN,EW27,20150,23453
2024-11,WEEKDAY,5,TRAIN,EW5,10839,1121
2024-11,WEEKDAY,5,TRAIN,CC8,1285,116
2024-11,WEEKDAY,11,TRAIN,TE25,3059,1819
2024-11,WEEKENDS/HOLIDAY,22,TRAIN,BP12,157,721
2024-11,WEEKENDS/HOLIDAY,12,TRAIN,CC5,2032,2847
2024-11,WEEKDAY,0,TRAIN,PE5,40,997
2024-11,WEEKENDS/HOLIDAY,0,TRAIN,TE12,6,46
2024-11,WEEKDAY,7,TRAIN,DT18,1896,24808
2024-11,WEEKDAY,10,TRAIN,BP11,3680,1393
2024-11,WEEKDAY,22,TRAIN,TE23,2965,1577
2024-11,WEEKDAY,16,TRAIN,CC5,5195,3759
2024-11,WEEKENDS/HOLIDAY,5,TRAIN,BP10,682,115
2024-11,WEEKENDS/HOLIDAY,12,TRAIN,EW6,6182,4486
2024-11,WEEKDAY,21,TRAIN,CC28,1446,5548
2024-11,WEEKDAY,23,TRAIN,PW5,206,2317
2024-11,WEEKDAY,9,TRAIN,EW10,19252,10137
2024-11,WEEKENDS/HOLIDAY,8,TRAIN,TE26,1996,3836
2024-11,WEEKENDS/HOLIDAY,13,TRAIN,SW2,3788,3027
2024-11,WEEKDAY,7,TRAIN,CC19/DT9,7458,10749
2024-11,WEEKENDS/HOLIDAY,11,TRAIN,DT18,2498,4145
2024-11,WEEKENDS/HOLIDAY,16,TRAIN,DT7,1687,1973
2024-11,WEEKENDS/HOLIDAY,16,TRAIN,CE1/DT16,27084,24338
2024-11,WEEKENDS/HOLIDAY,9,TRAIN,EW21/CC22,6463,8265
2024-11,WEEKDAY,21,TRAIN,SE2,1569,7955
2024-11,WEEKDAY,23,TRAIN,NS12,2149,9788
2024-11,WEEKENDS/HOLIDAY,22,TRAIN,SW5,1425,2921
2024-11,WEEKENDS/HOLIDAY,12,TRAIN,DT30,4272,2253
2024-11,WEEKDAY,11,TRAIN,SE5,2967,1599
2024-11,WEEKDAY,22,TRAIN,NE4/DT19,41362,18243
2024-11,WEEKDAY,16,TRAIN,NS12,14043,17331
2024-11,WEEKENDS/HOLIDAY,22,TRAIN,DT34,562,1835
2024-11,WEEKDAY,23,TRAIN,TE18,5665,1180
2024-11,WEEKDAY,21,TRAIN,CC6,17811,2082
2024-11,WEEKENDS/HOLIDAY,15,TRAIN,PW1,1600,1512
2024-11,WEEKDAY,10,TRAIN,NS4/BP1,31261,23407
2024-11,WEEKDAY,17,TRAIN,TE11,6431,5961
2024-11,WEEKDAY,16,TRAIN,CG1/DT35,24869,9669
2024-11,WEEKENDS/HOLIDAY,15,TRAIN,CC6,6150,6673
2024-11,WEEKDAY,19,TRAIN,SE4,2525,8616
2024-11,WEEKDAY,0,TRAIN,TE25,18,211
2024-11,WEEKDAY,18,TRAIN,TE3,21588,30927
2024-11,WEEKENDS/HOLIDAY,20,TRAIN,PW4,2252,2630
2024-11,WEEKDAY,19,TRAIN,DT28,16007,21712
2024-11,WEEKENDS/HOLIDAY,20,TRAIN,EW21/CC22,6789,5549
2024-11,WEEKDAY,17,TRAIN,CC26,24905,4942
2024-11,WEEKDAY,16,TRAIN,TE28,3026,4712
2024-11,WEEKENDS/HOLIDAY,23,TRAIN,DT23,420,597
2024-11,WEEKENDS/HOLIDAY,14,TRAIN,NS28,2153,2371
2024-11,WEEKENDS/HOLIDAY,8,TRAIN,EW22,2189,2369
2024-11,WEEKDAY,15,TRAIN,DT10,3448,2910
2024-11,WEEKDAY,13,TRAIN,NS18,13366,11728
2024-11,WEEKDAY,8,TRAIN,CC12,22920,8096
2024-11,WEEKDAY,16,TRAIN,NS11,28963,43930
2024-11,WEEKENDS/HOLIDAY,5,TRAIN,NS23,150,104
2024-11,WEEKDAY,18,TRAIN,PE1,4130,8663
2024-11,WEEKENDS/HOLIDAY,23,TRAIN,SW6,132,912
2024-11,WEEKENDS/HOLIDAY,16,TRAIN,CC11,7824,5276
2024-11,WEEKDAY,12,TRAIN,CC11,15111,13332
2024-11,WEEKENDS/HOLIDAY,21,TRAIN,EW16/NE3/TE17,9771,6305
2024-11,WEEKENDS/HOLIDAY,17,TRAIN,CC26,2764,1631
2024-11,WEEKDAY,15,TRAIN,BP5,1918,1711
2024-11,WEEKDAY,6,TRAIN,SE3,5725,615
2024-11,WEEKDAY,16,TRAIN,BP8,2086,1528
2024-11,WEEKENDS/HOLIDAY,11,TRAIN,DT6,3838,2071
2024-11,WEEKDAY,15,TRAIN,DT6,13006,7520
2024-11,WEEKENDS/HOLIDAY,16,TRAIN,EW19,7548,7817
2024-11,WEEKDAY,20,TRAIN,EW7,7969,26204
2024-11,WEEKENDS/HOLIDAY,6,TRAIN,CC11,2321,4225
2024-11,WEEKDAY,6,TRAIN,DT25,4197,3588
2024-11,WEEKENDS/HOLIDAY,16,TRAIN,EW5,15397,17914
