YEAR_MONTH,DAY_TYPE,TIME_PER_HOUR,PT_TYPE,PT_CODE,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_OUT_VOLUME
2024-11,WEEKDAY,17,TRAIN,NE1/CC29,103252,58906
2024-11,WEEKENDS/HOLIDAY,11,TRAIN,BP9,1951,1090
2024-11,WEEKDAY,23,TRAIN,SE3,132,2662
2024-11,WEEKDAY,16,TRAIN,CC7,7105,7005
2024-11,WEEKENDS/HOLIDAY,9,TRAIN,DT2,1276,464
2024-11,WEEKDAY,14,TRAIN,EW11,15526,17975
2024-11,WEEKDAY,16,TRAIN,NS24/NE6/CC1,44397,35239
2024-11,WEEKENDS/HOLIDAY,5,TRAIN,EW16/NE3/TE17,435,39
2024-11,WEEKENDS/HOLIDAY,10,TRAIN,SW7,1758,624
2024-11,WEEKENDS/HOLIDAY,22,TRAIN,TE26,2993,2033
2024-11,WEEKENDS/HOLIDAY,17,TRAIN,NE7/DT12,20478,23424
2024-11,WEEKENDS/HOLIDAY,21,TRAIN,EW1,6745,15047
2024-11,WEEKENDS/HOLIDAY,6,TRAIN,NS10,14582,3963
2024-11,WEEKDAY,23,TRAIN,DT6,786,2436
2024-11,WEEKDAY,16,TRAIN,TE27,4801,6278
2024-11,WEEKDAY,23,TRAIN,SE5,232,1508
2024-11,WEEKENDS/HOLIDAY,22,TRAIN,BP13,56,272
2024-11,WEEKENDS/HOLIDAY,7,TRAIN,TE25,604,339
2024-11,WEEKDAY,21,TRAIN,EW28,15397,32744
2024-11,WEEKENDS/HOLIDAY,16,TRAIN,TE11,1728,1617
2024-11,WEEKENDS/HOLIDAY,6,TRAIN,DT13,1370,955
2024-11,WEEKENDS/HOLIDAY,11,TRAIN,SE4,2369,1245
2024-11,WEEKENDS/HOLIDAY,7,TRAIN,TE12,487,2072
2024-11,WEEKDAY,17,TRAIN,NS11,53490,69774
2024-11,WEEKDAY,17,TRAIN,NS25/EW13,89166,62380
2024-11,WEEKDAY,19,TRAIN,DT13,20132,15463
2024-11,WEEKENDS/HOLIDAY,12,TRAIN,EW3,9289,7603
2024-11,WEEKDAY,16,TRAIN,CC24,46587,12327
2024-11,WEEKDAY,8,TRAIN,DT28,30881,38862
2024-11,WEEKDAY,17,TRAIN,NS5,40941,56435
2024-11,WEEKENDS/HOLIDAY,6,TRAIN,EW31,1929,2825
2024-11,WEEKENDS/HOLIDAY,19,TRAIN,SW1,1126,1298
2024-11,WEEKDAY,13,TRAIN,EW33,1964,2131
2024-11,WEEKDAY,12,TRAIN,SE5,3465,2172
2024-11,WEEKDAY,14,TRAIN,PE5,4875,5187
2024-11,WEEKDAY,6,TRAIN,NE8,15659,9799
2024-11,WEEKENDS/HOLIDAY,0,TRAIN,DT30,18,527
2024-11,WEEKENDS/HOLIDAY,20,TRAIN,EW22,1275,2734
2024-11,WEEKDAY,12,TRAIN,CG1/DT35,13968,15410
2024-11,WEEKDAY,21,TRAIN,NE11,12911,13845
2024-11,WEEKENDS/HOLIDAY,18,TRAIN,NE15,9392,12772
2024-11,WEEKDAY,21,TRAIN,TE6,3804,17372
2024-11,WEEKENDS/HOLIDAY,19,TRAIN,EW8/CC9,32987,24526
2024-11,WEEKENDS/HOLIDAY,16,TRAIN,NE1/CC29,35255,30150
2024-11,WEEKENDS/HOLIDAY,13,TRAIN,BP6/DT1,20389,17251
2024-11,WEEKDAY,7,TRAIN,TE19,1627,21266
2024-11,WEEKENDS/HOLIDAY,0,TRAIN,EW17,22,598
2024-11,WEEKDAY,7,TRAIN,SW3,7693,2873
2024-11,WEEKDAY,20,TRAIN,SE4,1727,5245
2024-11,WEEKENDS/HOLIDAY,20,TRAIN,PE7,664,2519
2024-11,WEEKENDS/HOLIDAY,20,TRAIN,NS18,3243,7596
2024-11,WEEKDAY,6,TRAIN,TE4,3779,3831
2024-11,WEEKENDS/HOLIDAY,16,TRAIN,CC16,3122,2763
2024-11,WEEKENDS/HOLIDAY,22,TRAIN,DT2,149,728
2024-11,WEEKDAY,22,TRAIN,NS23,49708,9253
2024-11,WEEKENDS/HOLIDAY,17,TRAIN,TE5,2558,2444
2024-11,WEEKDAY,17,TRAIN,CC25,25105,8221
2024-11,WEEKDAY,20,TRAIN,NS27/CE2/TE20,8203,3202
2024-11,WEEKENDS/HOLIDAY,9,TRAIN,PW7,1676,1001
2024-11,WEEKENDS/HOLIDAY,12,TRAIN,TE29,1753,1378
2024-11,WEEKDAY,5,TRAIN,EW1,10230,703
2024-11,WEEKDAY,8,TRAIN,DT10,12141,5803
2024-11,WEEKDAY,14,TRAIN,SW5,7687,7505
2024-11,WEEKDAY,12,TRAIN,NS18,15730,9850
2024-11,WEEKENDS/HOLIDAY,6,TRAIN,PE2,1212,175
2024-11,WEEKDAY,20,TRAIN,EW14/NS26,83765,13286
2024-11,WEEKDAY,22,TRAIN,EW2/DT32,26488,48010
2024-11,WEEKENDS/HOLIDAY,8,TRAIN,SW3,1153,443
2024-11,WEEKDAY,21,TRAIN,DT24,2417,7162
2024-11,WEEKDAY,16,TRAIN,TE8,9807,10805
2024-11,WEEKENDS/HOLIDAY,23,TRAIN,DT3,251,1818
2024-11,WEEKENDS/HOLIDAY,0,TRAIN,TE3,45,680
2024-11,WEEKDAY,9,TRAIN,TE1,4308,28189
2024-11,WEEKENDS/HOLIDAY,16,TRAIN,SE5,1073,1224
2024-11,WEEKENDS/HOLIDAY,23,TRAIN,NE10,969,2604
2024-11,WEEKENDS/HOLIDAY,23,TRAIN,EW33,115,850
2024-11,WEEKDAY,16,TRAIN,BP7,629,1330
2024-11,WEEKENDS/HOLIDAY,21,TRAIN,DT7,748,1521
2024-11,WEEKDAY,18,TRAIN,CC27,53368,4537
2024-11,WEEKENDS/HOLIDAY,10,TRAIN,NE7/DT12,10145,23327
2024-11,WEEKENDS/HOLIDAY,17,TRAIN,NE9,10771,10186
2024-11,WEEKDAY,5,TRAIN,EW9,5237,891
2024-11,WEEKENDS/HOLIDAY,5,TRAIN,EW21/CC22,393,161
2024-11,WEEKENDS/HOLIDAY,12,TRAIN,TE28,1950,1662
2024-11,WEEKENDS/HOLIDAY,9,TRAIN,SW8,1113,585
2024-11,WEEKDAY,19,TRAIN,DT30,5430,23949
2024-11,WEEKDAY,18,TRAIN,TE18,27860,17257
2024-11,WEEKDAY,21,TRAIN,EW7,6342,23260
2024-11,WEEKENDS/HOLIDAY,9,TRAIN,DT3,4984,2069
2024-11,WEEKENDS/HOLIDAY,23,TRAIN,PE1,180,1038
2024-11,WEEKDAY,15,TRAIN,PE5,4399,5215
2024-11,WEEKENDS/HOLIDAY,7,TRAIN,TE22,232,2310
2024-11,WEEKENDS/HOLIDAY,5,TRAIN,PW5,583,2
2024-11,WEEKENDS/HOLIDAY,21,TRAIN,NS27/CE2/TE20,1169,1116
2024-11,WEEKDAY,19,TRAIN,TE29,2047,8930
2024-11,WEEKDAY,6,TRAIN,CC2,372,1760
2024-11,WEEKENDS/HOLIDAY,20,TRAIN,PE5,860,2991
2024-11,WEEKENDS/HOLIDAY,11,TRAIN,PW5,1989,856
2024-11,WEEKENDS/HOLIDAY,19,TRAIN,TE8,5583,4971
2024-11,WEEKDAY,20,TRAIN,NS16,33042,65875
2024-11,WEEKDAY,11,TRAIN,SW2,5554,4324
2024-11,WEEKDAY,13,TRAIN,DT3,7470,5685
2024-11,WEEKDAY,0,TRAIN,CC11,148,551
2024-11,WEEKDAY,0,TRAIN,CG2,146,248
2024-11,WEEKENDS/HOLIDAY,21,TRAIN,NS11,8303,23376
2024-11,WEEKENDS/HOLIDAY,13,TRAIN,NS11,18890,16358
2024-11,WEEKENDS/HOLIDAY,0,TRAIN,PW1,24,6
2024-11,WEEKENDS/HOLIDAY,10,TRAIN,NS16,21840,13717
2024-11,WEEKDAY,9,TRAIN,DT30,19473,3557
2024-11,WEEKENDS/HOLIDAY,13,TRAIN,SW1,1543,1543
2024-11,WEEKENDS/HOLIDAY,10,TRAIN,PW1,619,2135
2024-11,WEEKDAY,8,TRAIN,SW7,7953,1653
2024-11,WEEKDAY,23,TRAIN,NE4/DT19,18478,8717
2024-11,WEEKDAY,5,TRAIN,EW27,19671,4722
2024-11,WEEKENDS/HOLIDAY,0,TRAIN,EW19,65,350
2024-11,WEEKENDS/HOLIDAY,0,TRAIN,EW15,54,113
2024-11,WEEKDAY,20,TRAIN,CC27,9665,1152
2024-11,WEEKENDS/HOLIDAY,21,TRAIN,TE13,2115,1180
2024-11,WEEKDAY,6,TRAIN,CE1/DT16,6546,25455
2024-11,WEEKDAY,20,TRAIN,EW27,42766,74293
2024-11,WEEKDAY,15,TRAIN,EW6,7236,10636
2024-11,WEEKENDS/HOLIDAY,6,TRAIN,TE8,891,1021
2024-11,WEEKENDS/HOLIDAY,16,TRAIN,TE12,2299,1377
2024-11,WEEKENDS/HOLIDAY,18,TRAIN,NE9,10836,11125
2024-11,WEEKENDS/HOLIDAY,6,TRAIN,CC28,823,362
2024-11,WEEKENDS/HOLIDAY,9,TRAIN,EW1,16278,6972
2024-11,WEEKDAY,6,TRAIN,EW25,24309,5039
2024-11,WEEKDAY,5,TRAIN,DT18,55,0
2024-11,WEEKDAY,14,TRAIN,NE13,18142,20112
2024-11,WEEKDAY,23,TRAIN,TE1,432,1209
2024-11,WEEKDAY,5,TRAIN,NE16/STC,10252,2612
2024-11,WEEKENDS/HOLIDAY,14,TRAIN,NS8,7274,6347
2024-11,WEEKDAY,16,TRAIN,CC14,13827,8239
2024-11,WEEKENDS/HOLIDAY,22,TRAIN,CC23,1527,571
2024-11,WEEKENDS/HOLIDAY,7,TRAIN,CC28,1394,806
2024-11,WEEKENDS/HOLIDAY,13,TRAIN,CC17/TE9,2354,2121
2024-11,WEEKDAY,19,TRAIN,EW7,14912,38288
2024-11,WEEKENDS/HOLIDAY,19,TRAIN,NE9,9977,10091
2024-11,WEEKENDS/HOLIDAY,18,TRAIN,BP4,785,848
2024-11,WEEKDAY,22,TRAIN,NS4/BP1,14726,36021
2024-11,WEEKENDS/HOLIDAY,17,TRAIN,BP7,445,501
2024-11,WEEKDAY,12,TRAIN,EW32,2697,1518
2024-11,WEEKDAY,7,TRAIN,DT22,14371,8683
2024-11,WEEKDAY,19,TRAIN,TE23,1986,6246
2024-11,WEEKDAY,0,TRAIN,CC25,37,276
2024-11,WEEKDAY,19,TRAIN,SW3,1433,4743
2024-11,WEEKENDS/HOLIDAY,12,TRAIN,TE14/NS22,34270,61894
2024-11,WEEKDAY,9,TRAIN,CC10/DT26,21173,32230
2024-11,WEEKENDS/HOLIDAY,0,TRAIN,EW31,0,156
2024-11,WEEKDAY,9,TRAIN,NE11,17706,14089
2024-11,WEEKENDS/HOLIDAY,12,TRAIN,TE25,1564,1332
2024-11,WEEKENDS/HOLIDAY,19,TRAIN,DT6,1886,2735
2024-11,WEEKENDS/HOLIDAY,5,TRAIN,TE24,20,0
2024-11,WEEKENDS/HOLIDAY,14,TRAIN,PE3,2977,3057
2024-11,WEEKDAY,10,TRAIN,BP2,2958,984
2024-11,WEEKDAY,23,TRAIN,NS3,3352,9319
2024-11,WEEKDAY,18,TRAIN,PW5,3370,7062
2024-11,WEEKENDS/HOLIDAY,18,TRAIN,EW5,16321,20788
2024-11,WEEKDAY,9,TRAIN,NE15,39263,8550
2024-11,WEEKENDS/HOLIDAY,12,TRAIN,TE7,3327,2163
2024-11,WEEKENDS/HOLIDAY,22,TRAIN,PW4,1251,1625
2024-11,WEEKENDS/HOLIDAY,5,TRAIN,CC10/DT26,780,81
2024-11,WEEKENDS/HOLIDAY,23,TRAIN,NS11,2298,13702
2024-11,WEEKENDS/HOLIDAY,18,TRAIN,CC2,3730,1885
2024-11,WEEKENDS/HOLIDAY,10,TRAIN,TE29,1947,883
2024-11,WEEKDAY,23,TRAIN,TE24,274,816
2024-11,WEEKENDS/HOLIDAY,10,TRAIN,NS11,21786,9564
2024-11,WEEKDAY,15,TRAIN,CC21,10379,10287
2024-11,WEEKDAY,15,TRAIN,NS21/DT11,49225,51395
2024-11,WEEKDAY,15,TRAIN,DT3,7309,6597
2024-11,WEEKENDS/HOLIDAY,0,TRAIN,TE27,13,353
2024-11,WEEKENDS/HOLIDAY,10,TRAIN,NS2,12971,8018
2024-11,WEEKENDS/HOLIDAY,17,TRAIN,PW5,1743,2107
2024-11,WEEKENDS/HOLIDAY,8,TRAIN,NE1/CC29,7388,18544
2024-11,WEEKENDS/HOLIDAY,14,TRAIN,NE17/PTC,24097,22849
2024-11,WEEKENDS/HOLIDAY,10,TRAIN,CC11,2841,6457
2024-11,WEEKDAY,12,TRAIN,CC25,6847,4910
2024-11,WEEKENDS/HOLIDAY,20,TRAIN,BP12,458,957
2024-11,WEEKENDS/HOLIDAY,13,TRAIN,TE27,2691,2524
2024-11,WEEKENDS/HOLIDAY,23,TRAIN,NS10,1862,11603
2024-11,WEEKENDS/HOLIDAY,18,TRAIN,SW5,3677,5063
2024-11,WEEKENDS/HOLIDAY,17,TRAIN,NS17/CC15,14322,9896
2024-11,WEEKENDS/HOLIDAY,18,TRAIN,EW31,2643,1882
2024-11,WEEKDAY,11,TRAIN,DT6,9169,8663
2024-11,WEEKDAY,23,TRAIN,EW32,181,1225
2024-11,WEEKENDS/HOLIDAY,15,TRAIN,BP10,1198,1526
2024-11,WEEKDAY,11,TRAIN,PE5,6565,2756
2024-11,WEEKENDS/HOLIDAY,10,TRAIN,CC28,2240,1037
2024-11,WEEKENDS/HOLIDAY,8,TRAIN,SE2,3013,968
2024-11,WEEKDAY,15,TRAIN,EW20,10637,9816
2024-11,WEEKDAY,23,TRAIN,NS8,3365,10230
2024-11,WEEKENDS/HOLIDAY,19,TRAIN,CC11,7885,5985
2024-11,WEEKDAY,16,TRAIN,NE12/CC13,51797,73031
2024-11,WEEKDAY,22,TRAIN,TE24,684,1828
2024-11,WEEKENDS/HOLIDAY,17,TRAIN,DT34,3075,1682
2024-11,WEEKENDS/HOLIDAY,21,TRAIN,NE4/DT19,25329,11439
2024-11,WEEKDAY,7,TRAIN,BP7,3941,963
2024-11,WEEKENDS/HOLIDAY,22,TRAIN,NS8,4077,6439
2024-11,WEEKENDS/HOLIDAY,9,TRAIN,NE8,8307,13761
2024-11,WEEKDAY,9,TRAIN,SW4,4634,1661
2024-11,WEEKENDS/HOLIDAY,0,TRAIN,NS11,488,4253
2024-11,WEEKENDS/HOLIDAY,20,TRAIN,DT10,905,1161
2024-11,WEEKDAY,9,TRAIN,TE3,13864,7481
2024-11,WEEKENDS/HOLIDAY,15,TRAIN,NE10,6512,6949
2024-11,WEEKDAY,16,TRAIN,TE23,1911,3437
2024-11,WEEKDAY,0,TRAIN,DT3,23,784
2024-11,WEEKENDS/HOLIDAY,23,TRAIN,CE1/DT16,25536,3326
2024-11,WEEKENDS/HOLIDAY,16,TRAIN,DT29,2895,3012
2024-11,WEEKDAY,12,TRAIN,CE1/DT16,22718,41743
2024-11,WEEKENDS/HOLIDAY,0,TRAIN,EW21/CC22,109,437
2024-11,WEEKDAY,6,TRAIN,DT6,3012,3069
2024-11,WEEKDAY,8,TRAIN,NS21/DT11,112139,130391
2024-11,WEEKENDS/HOLIDAY,17,TRAIN,TE22,2435,4877
2024-11,WEEKDAY,8,TRAIN,DT7,8352,17368
2024-11,WEEKENDS/HOLIDAY,13,TRAIN,NE5,5056,6577
2024-11,WEEKDAY,11,TRAIN,DT24,4852,2989
2024-11,WEEKDAY,21,TRAIN,SW4,993,4258
2024-11,WEEKDAY,19,TRAIN,PE1,3051,8909
2024-11,WEEKDAY,15,TRAIN,DT8,5090,4392
2024-11,WEEKENDS/HOLIDAY,22,TRAIN,NE1/CC29,32830,5071
2024-11,WEEKDAY,9,TRAIN,NS4/BP1,41762,24256
2024-11,WEEKDAY,22,TRAIN,NS9/TE2,27661,65517
2024-11,WEEKDAY,21,TRAIN,DT3,3250,10582
2024-11,WEEKENDS/HOLIDAY,7,TRAIN,EW27,18981,14462
2024-11,WEEKDAY,19,TRAIN,EW15,97720,31554
2024-11,WEEKENDS/HOLIDAY,20,TRAIN,SE1,708,2287
2024-11,WEEKDAY,6,TRAIN,NS2,45742,16048
2024-11,WEEKDAY,17,TRAIN,CC3,17862,8777
2024-11,WEEKENDS/HOLIDAY,7,TRAIN,CG2,5768,8543
2024-11,WEEKENDS/HOLIDAY,18,TRAIN,TE8,6854,6048
2024-11,WEEKDAY,22,TRAIN,PW6,183,1444
2024-11,WEEKENDS/HOLIDAY,17,TRAIN,BP2,1317,1126
2024-11,WEEKDAY,13,TRAIN,EW12/DT14,65964,71072
2024-11,WEEKDAY,14,TRAIN,CC6,6723,8722
2024-11,WEEKDAY,5,TRAIN,EW29,1465,8061
2024-11,WEEKENDS/HOLIDAY,23,TRAIN,NE16/STC,2288,10318
2024-11,WEEKENDS/HOLIDAY,19,TRAIN,TE19,2153,1769
2024-11,WEEKDAY,0,TRAIN,PW1,39,19
2024-11,WEEKENDS/HOLIDAY,23,TRAIN,DT20,1878,883
2024-11,WEEKDAY,17,TRAIN,NE17/PTC,55529,80198
2024-11,WEEKDAY,15,TRAIN,EW4,12039,11964
2024-11,WEEKDAY,5,TRAIN,EW32,1294,1191
2024-11,WEEKDAY,5,TRAIN,DT33,6350,56
2024-11,WEEKDAY,6,TRAIN,PW1,52,760
2024-11,WEEKDAY,9,TRAIN,BP7,1487,873
2024-11,WEEKENDS/HOLIDAY,13,TRAIN,DT7,1773,1616
2024-11,WEEKDAY,21,TRAIN,EW26,11224,45603
2024-11,WEEKENDS/HOLIDAY,16,TRAIN,CC25,3189,2307
2024-11,WEEKDAY,9,TRAIN,NS18,27303,14662
2024-11,WEEKDAY,15,TRAIN,TE25,2080,3241
2024-11,WEEKENDS/HOLIDAY,8,TRAIN,DT10,1574,1395
2024-11,WEEKENDS/HOLIDAY,19,TRAIN,BP5,832,940
2024-11,WEEKDAY,17,TRAIN,PE1,3924,5701
2024-11,WEEKDAY,16,TRAIN,NS8,18238,17230
2024-11,WEEKENDS/HOLIDAY,6,TRAIN,CC20,723,597
2024-11,WEEKDAY,16,TRAIN,CC4/DT15,25523,17855
2024-11,WEEKENDS/HOLIDAY,8,TRAIN,NS27/CE2/TE20,479,1043
2024-11,WEEKDAY,20,TRAIN,NS24/NE6/CC1,60103,24009
2024-11,WEEKDAY,23,TRAIN,BP8,187,365
2024-11,WEEKENDS/HOLIDAY,11,TRAIN,EW8/CC9,24835,33439
2024-11,WEEKENDS/HOLIDAY,6,TRAIN,NS16,12041,6091
2024-11,WEEKENDS/HOLIDAY,9,TRAIN,CC11,2365,8051
2024-11,WEEKDAY,12,TRAIN,SW2,6365,4963
2024-11,WEEKDAY,11,TRAIN,TE23,2657,1308
2024-11,WEEKENDS/HOLIDAY,10,TRAIN,NS18,8231,3514
2024-11,WEEKDAY,6,TRAIN,CC3,250,4119
2024-11,WEEKENDS/HOLIDAY,17,TRAIN,CG2,17229,14242
2024-11,WEEKENDS/HOLIDAY,18,TRAIN,BP2,1102,1359
2024-11,WEEKDAY,8,TRAIN,CC2,2495,23742
2024-11,WEEKENDS/HOLIDAY,16,TRAIN,NS8,7907,7304
2024-11,WEEKDAY,7,TRAIN,CG1/DT35,2873,31365
2024-11,WEEKENDS/HOLIDAY,12,TRAIN,NS23,12479,27019
2024-11,WEEKDAY,13,TRAIN,NE9,23388,21298
2024-11,WEEKENDS/HOLIDAY,13,TRAIN,SW3,1025,922
2024-11,WEEKENDS/HOLIDAY,19,TRAIN,DT18,2971,3193
2024-11,WEEKENDS/HOLIDAY,19,TRAIN,PE6,2605,3593
2024-11,WEEKDAY,17,TRAIN,EW23,92185,83313
2024-11,WEEKDAY,17,TRAIN,EW21/CC22,90767,30559
2024-11,WEEKENDS/HOLIDAY,7,TRAIN,TE16,1753,1634
2024-11,WEEKENDS/HOLIDAY,11,TRAIN,PW2,36,35
2024-11,WEEKDAY,18,TRAIN,TE11,7909,9315
2024-11,WEEKENDS/HOLIDAY,11,TRAIN,EW11,8372,8515
2024-11,WEEKENDS/HOLIDAY,15,TRAIN,EW23,20605,21715
2024-11,WEEKDAY,20,TRAIN,DT27,7932,10403
2024-11,WEEKDAY,22,TRAIN,TE7,1384,5396
2024-11,WEEKENDS/HOLIDAY,21,TRAIN,NS19,8841,18585
2024-11,WEEKDAY,12,TRAIN,CC17/TE9,7423,4039
2024-11,WEEKDAY,7,TRAIN,SE2,19485,2385
2024-11,WEEKDAY,6,TRAIN,CC27,582,4990
2024-11,WEEKENDS/HOLIDAY,21,TRAIN,TE14/NS22,66788,10609
2024-11,WEEKENDS/HOLIDAY,17,TRAIN,PE5,2598,2650
2024-11,WEEKENDS/HOLIDAY,11,TRAIN,EW4,8320,3737
2024-11,WEEKDAY,13,TRAIN,EW31,1584,927
2024-11,WEEKDAY,9,TRAIN,TE24,5101,1835
2024-11,WEEKENDS/HOLIDAY,13,TRAIN,BP11,1794,1322
2024-11,WEEKENDS/HOLIDAY,7,TRAIN,NE17/PTC,12154,7608
2024-11,WEEKDAY,15,TRAIN,TE22,2189,4007
2024-11,WEEKENDS/HOLIDAY,9,TRAIN,NS24/NE6/CC1,5282,14484
2024-11,WEEKENDS/HOLIDAY,0,TRAIN,NE16/STC,297,2119
2024-11,WEEKDAY,9,TRAIN,CC21,9951,12841
2024-11,WEEKDAY,10,TRAIN,DT20,4817,6642
2024-11,WEEKENDS/HOLIDAY,10,TRAIN,DT5,8483,6197
2024-11,WEEKDAY,18,TRAIN,SE4,3877,9167
2024-11,WEEKENDS/HOLIDAY,0,TRAIN,CC10/DT26,58,614
2024-11,WEEKDAY,16,TRAIN,SW4,2469,3330
2024-11,WEEKENDS/HOLIDAY,17,TRAIN,BP6/DT1,19329,22406
2024-11,WEEKDAY,20,TRAIN,TE6,5451,18458
2024-11,WEEKDAY,15,TRAIN,NE16/STC,37303,45681
2024-11,WEEKDAY,16,TRAIN,SE1,3291,4681
2024-11,WEEKENDS/HOLIDAY,22,TRAIN,EW21/CC22,6054,4483
2024-11,WEEKENDS/HOLIDAY,21,TRAIN,DT21,3624,2594
2024-11,WEEKENDS/HOLIDAY,8,TRAIN,TE8,3056,4219
2024-11,WEEKENDS/HOLIDAY,14,TRAIN,CC24,4590,3606
2024-11,WEEKDAY,16,TRAIN,NS4/BP1,35862,49216
2024-11,WEEKENDS/HOLIDAY,16,TRAIN,PE7,1762,1849
2024-11,WEEKENDS/HOLIDAY,18,TRAIN,CC28,1902,2284
2024-11,WEEKDAY,20,TRAIN,TE12,3046,2479
2024-11,WEEKDAY,7,TRAIN,SE4,10234,1642
2024-11,WEEKENDS/HOLIDAY,8,TRAIN,EW16/NE3/TE17,7099,10793
2024-11,WEEKDAY,18,TRAIN,TE5,11215,14337
2024-11,WEEKDAY,11,TRAIN,SW8,2654,1335
2024-11,WEEKDAY,15,TRAIN,SE5,2016,2483
2024-11,WEEKENDS/HOLIDAY,7,TRAIN,PE5,2286,495
2024-11,WEEKENDS/HOLIDAY,6,TRAIN,BP3,1567,275
2024-11,WEEKENDS/HOLIDAY,9,TRAIN,CG2,6908,10057
2024-11,WEEKENDS/HOLIDAY,14,TRAIN,BP7,304,489
2024-11,WEEKENDS/HOLIDAY,11,TRAIN,EW28,14953,5699
2024-11,WEEKDAY,11,TRAIN,NE11,12331,12491
2024-11,WEEKDAY,5,TRAIN,DT28,2046,289
2024-11,WEEKDAY,13,TRAIN,SE2,5185,4769
2024-11,WEEKDAY,14,TRAIN,DT3,6153,5937
2024-11,WEEKDAY,8,TRAIN,NS27/CE2/TE20,1631,29200
2024-11,WEEKDAY,9,TRAIN,CC6,3793,11804
2024-11,WEEKDAY,16,TRAIN,TE12,8949,3794
2024-11,WEEKDAY,0,TRAIN,EW29,1,302
2024-11,WEEKENDS/HOLIDAY,10,TRAIN,EW29,2669,2667
2024-11,WEEKENDS/HOLIDAY,19,TRAIN,CC10/DT26,6011,6732
2024-11,WEEKENDS/HOLIDAY,0,TRAIN,CC28,0,67
2024-11,WEEKENDS/HOLIDAY,23,TRAIN,EW27,2375,11918
2024-11,WEEKDAY,17,TRAIN,DT20,11157,10025
2024-11,WEEKENDS/HOLIDAY,22,TRAIN,EW30,422,788
2024-11,WEEKENDS/HOLIDAY,13,TRAIN,EW27,23137,22811
2024-11,WEEKDAY,15,TRAIN,TE13,4907,4613
2024-11,WEEKDAY,12,TRAIN,CC8,8880,6292
2024-11,WEEKDAY,19,TRAIN,PW5,2200,9538
2024-11,WEEKENDS/HOLIDAY,9,TRAIN,EW24/NS1,13817,24920
2024-11,WEEKDAY,8,TRAIN,TE1,8723,62071
2024-11,WEEKENDS/HOLIDAY,23,TRAIN,BP8,64,122
2024-11,WEEKENDS/HOLIDAY,23,TRAIN,EW16/NE3/TE17,2867,3152
2024-11,WEEKENDS/HOLIDAY,22,TRAIN,DT3,1023,3244
2024-11,WEEKENDS/HOLIDAY,14,TRAIN,NS21/DT11,27841,28640
2024-11,WEEKENDS/HOLIDAY,8,TRAIN,EW24/NS1,15127,21223
2024-11,WEEKENDS/HOLIDAY,18,TRAIN,CC10/DT26,8507,6711
2024-11,WEEKENDS/HOLIDAY,20,TRAIN,SW8,332,1001
2024-11,WEEKENDS/HOLIDAY,20,TRAIN,BP5,586,879
2024-11,WEEKDAY,14,TRAIN,TE7,4450,5175
2024-11,WEEKENDS/HOLIDAY,7,TRAIN,NS20,3312,11819
2024-11,WEEKENDS/HOLIDAY,16,TRAIN,CC14,2810,2782
2024-11,WEEKENDS/HOLIDAY,17,TRAIN,PE3,2993,2896
2024-11,WEEKDAY,13,TRAIN,TE7,7098,6081
2024-11,WEEKENDS/HOLIDAY,16,TRAIN,DT20,3034,3110
2024-11,WEEKDAY,19,TRAIN,TE8,14955,19489
2024-11,WEEKENDS/HOLIDAY,12,TRAIN,CC19/DT9,4797,4548
2024-11,WEEKDAY,7,TRAIN,SW2,10781,3771
2024-11,WEEKDAY,6,TRAIN,CC6,451,3603
2024-11,WEEKDAY,0,TRAIN,SW3,8,354
2024-11,WEEKENDS/HOLIDAY,10,TRAIN,NS19,19234,14418
2024-11,WEEKENDS/HOLIDAY,19,TRAIN,TE22,3112,4659
2024-11,WEEKDAY,9,TRAIN,EW24/NS1,37372,89252
2024-11,WEEKENDS/HOLIDAY,18,TRAIN,EW17,11648,13807
2024-11,WEEKDAY,20,TRAIN,CC8,5910,10735
2024-11,WEEKENDS/HOLIDAY,16,TRAIN,NS20,16569,13463
2024-11,WEEKDAY,12,TRAIN,NS12,16084,9615
2024-11,WEEKDAY,17,TRAIN,PE3,7762,10567
2024-11,WEEKENDS/HOLIDAY,11,TRAIN,EW32,1875,717
2024-11,WEEKENDS/HOLIDAY,0,TRAIN,NS5,260,2537
2024-11,WEEKENDS/HOLIDAY,10,TRAIN,BP13,897,464
2024-11,WEEKENDS/HOLIDAY,6,TRAIN,NS11,13553,4042
2024-11,WEEKENDS/HOLIDAY,17,TRAIN,EW6,6057,6948
2024-11,WEEKENDS/HOLIDAY,9,TRAIN,DT20,1828,3055
2024-11,WEEKDAY,12,TRAIN,DT17,32596,17864
2024-11,WEEKENDS/HOLIDAY,7,TRAIN,DT22,3466,3230
2024-11,WEEKENDS/HOLIDAY,6,TRAIN,DT33,4271,1399
2024-11,WEEKENDS/HOLIDAY,12,TRAIN,CC8,4842,3500
2024-11,WEEKDAY,9,TRAIN,PE4,2164,771
2024-11,WEEKENDS/HOLIDAY,11,TRAIN,SE2,3284,1660
2024-11,WEEKENDS/HOLIDAY,5,TRAIN,EW7,810,152
2024-11,WEEKENDS/HOLIDAY,12,TRAIN,EW23,24580,19383
2024-11,WEEKDAY,11,TRAIN,DT25,3732,2202
2024-11,WEEKDAY,13,TRAIN,CC5,5227,5395
2024-11,WEEKDAY,9,TRAIN,EW5,50883,25734
