timestamp,station_name,station_id,air_temperature,relative_humidity,wind_speed,rainfall
2024-01-01T00:00:00,Ang Mo Kio Avenue 5,S109,25.3,92.3,1.4,
2024-01-01T00:00:00,Banyan Road,S117,26.3,90.1,1.5,
2024-01-01T00:00:00,Clementi Road,S50,25.5,92.2,1.7,
2024-01-01T00:00:00,East Coast Parkway,S107,26.7,88.9,2.7,
2024-01-01T00:00:00,Kim Chuan Road,S43,26.3,88.0,2.8,
2024-01-01T00:00:00,Nanyang Avenue,S44,25.4,92.8,,
2024-01-01T00:00:00,Old Choa Chu Kang Road,S121,25.4,99.3,5.6,
2024-01-01T00:00:00,Scotts Road,S111,25.6,91.3,2.8,
2024-01-01T00:00:00,Sentosa,S60,26.2,87.7,2.0,
2024-01-01T00:00:00,Tuas South Avenue 3,S115,26.1,89.0,1.6,
2024-01-01T00:00:00,Upper Changi Road North,S24,25.7,91.6,,
2024-01-01T00:00:00,West Coast Highway,S116,26.2,95.8,10.4,
2024-01-01T00:00:00,Woodlands Avenue 9,S104,25.3,92.9,4.1,
2024-01-01T01:00:00,Ang Mo Kio Avenue 5,S109,25.2,93.4,1.2,
2024-01-01T01:00:00,Banyan Road,S117,26.2,91.2,0.9,
2024-01-01T01:00:00,Clementi Road,S50,25.3,94.3,2.1,
2024-01-01T01:00:00,East Coast Parkway,S107,26.6,89.8,3.5,
2024-01-01T01:00:00,Kim Chuan Road,S43,26.4,88.3,4.4,
2024-01-01T01:00:00,Nanyang Avenue,S44,25.5,92.7,,
2024-01-01T01:00:00,Old Choa Chu Kang Road,S121,25.5,99.3,6.6,
2024-01-01T01:00:00,Scotts Road,S111,25.9,91.0,2.7,
2024-01-01T01:00:00,Sentosa,S60,26.6,86.6,2.2,
2024-01-01T01:00:00,Tuas South Avenue 3,S115,26.0,89.4,1.2,
2024-01-01T01:00:00,Upper Changi Road North,S24,25.7,91.8,,
2024-01-01T01:00:00,West Coast Highway,S116,26.2,96.1,7.3,
2024-01-01T01:00:00,Woodlands Avenue 9,S104,25.6,92.4,4.3,
2024-01-01T02:00:00,Ang Mo Kio Avenue 5,S109,25.6,92.3,2.1,
2024-01-01T02:00:00,Banyan Road,S117,26.4,90.2,1.5,
2024-01-01T02:00:00,Clementi Road,S50,25.6,93.1,2.0,
2024-01-01T02:00:00,East Coast Parkway,S107,26.5,90.7,2.4,
2024-01-01T02:00:00,Kim Chuan Road,S43,26.6,87.9,3.4,
2024-01-01T02:00:00,Nanyang Avenue,S44,25.6,93.0,,
2024-01-01T02:00:00,Old Choa Chu Kang Road,S121,25.4,99.3,5.8,
2024-01-01T02:00:00,Scotts Road,S111,25.7,92.6,2.8,
2024-01-01T02:00:00,Sentosa,S60,26.5,87.7,1.6,
2024-01-01T02:00:00,Tuas South Avenue 3,S115,26.2,89.7,2.2,
2024-01-01T02:00:00,Upper Changi Road North,S24,25.7,92.3,,
2024-01-01T02:00:00,West Coast Highway,S116,26.3,96.9,6.6,
2024-01-01T02:00:00,Woodlands Avenue 9,S104,25.6,92.4,4.4,
2024-01-01T03:00:00,Ang Mo Kio Avenue 5,S109,25.5,92.8,1.7,
2024-01-01T03:00:00,Banyan Road,S117,26.1,91.6,1.4,
2024-01-01T03:00:00,Clementi Road,S50,25.6,93.4,2.8,
2024-01-01T03:00:00,East Coast Parkway,S107,26.3,92.1,1.8,
2024-01-01T03:00:00,Kim Chuan Road,S43,26.3,89.7,3.0,
2024-01-01T03:00:00,Nanyang Avenue,S44,25.4,93.0,,
2024-01-01T03:00:00,Old Choa Chu Kang Road,S121,25.1,99.3,6.2,
2024-01-01T03:00:00,Scotts Road,S111,25.6,93.3,1.9,
2024-01-01T03:00:00,Sentosa,S60,26.4,88.6,2.0,
2024-01-01T03:00:00,Tuas South Avenue 3,S115,26.2,89.9,1.3,
2024-01-01T03:00:00,Upper Changi Road North,S24,25.8,92.7,,
2024-01-01T03:00:00,West Coast Highway,S116,26.2,98.0,8.7,
2024-01-01T03:00:00,Woodlands Avenue 9,S104,25.5,93.7,2.4,
2024-01-01T04:00:00,Ang Mo Kio Avenue 5,S109,25.4,93.6,2.6,
